0.45% Sodium Cl 1000mL,last_updated_on,version,hospital_location,hospital_address,license_number|MO,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,,,
CT Coronary Angio with Evaluation,614401,CDM,610,RC,73718,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,8150244,CDM,610,RC,73718,CPT,,,facility,inpatient,,,4700,1363,BCBS of KC,PAR,50,3163.1,,,,2820,3844.6,percent of total billed charges,
CT Coronary Angio without Evaluation,8150244,CDM,610,RC,73718,CPT,,,facility,outpatient,,,4700,1363,BCBS of KC,PAR,50,3163.1,,,,205.43,3844.6,percent of total billed charges,
CT Coronary Angio without Evaluation,613854,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,613854,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,614187,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,614187,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,614403,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,614403,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,7586023,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,7586023,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,613843,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,613843,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,614169,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,614169,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,614397,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,614397,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,7586021,CDM,610,RC,73719,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Coronary Angio without Evaluation,7586021,CDM,610,RC,73719,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,1053853,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio without Evaluation,1053853,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,613848,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio without Evaluation,613848,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,614175,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio without Evaluation,614175,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,614399,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio without Evaluation,614399,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,LT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio without Evaluation,1063805,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio without Evaluation,1063805,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,613856,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio wo Evaluation,613856,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,614189,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio wo Evaluation,614189,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,614405,CDM,610,RC,73720,CPT,,,facility,inpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,1510.8,2059.72,percent of total billed charges,
CT Coronary Angio wo Evaluation,614405,CDM,610,RC,73720,CPT,,,facility,outpatient,,,2518,730.22,BCBS of KC,PAR,RT,1694.61,,,,322.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,8150674,CDM,610,RC,73720,CPT,,,facility,inpatient,,,5036,1460.44,BCBS of KC,PAR,50,3389.23,,,,3021.6,4119.45,percent of total billed charges,
CT Coronary Angio wo Evaluation,8150674,CDM,610,RC,73720,CPT,,,facility,outpatient,,,5036,1460.44,BCBS of KC,PAR,50,3389.23,,,,322.43,4119.45,percent of total billed charges,
CT Coronary Angio wo Evaluation,6117877,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,6117877,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,613657,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,613657,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,614024,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,614024,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,614075,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,614075,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,7741567,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,7741567,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,7840082,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,7840082,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,7991360,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,7991360,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,8148232,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Coronary Angio wo Evaluation,8148232,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,8001047,CDM,610,RC,73721,CPT,,,facility,inpatient,,,1790,519.1,BCBS of KC,PAR,RT,1204.67,,,,1074,1464.22,percent of total billed charges,
CT Coronary Angio wo Evaluation,8001047,CDM,610,RC,73721,CPT,,,facility,outpatient,,,1790,519.1,BCBS of KC,PAR,RT,1204.67,,,,205.43,2145,percent of total billed charges,
CT Coronary Angio wo Evaluation,8001048,CDM,610,RC,73721,CPT,,,facility,inpatient,,,1790,519.1,BCBS of KC,PAR,LT,1204.67,,,,1074,1464.22,percent of total billed charges,
CT Coronary Angio wo Evaluation,8001048,CDM,610,RC,73721,CPT,,,facility,outpatient,,,1790,519.1,BCBS of KC,PAR,LT,1204.67,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,613996,CDM,610,RC,73721,CPT,,,facility,inpatient,,,4700,1363,BCBS of KC,PAR,50,3163.1,,,,2820,3844.6,percent of total billed charges,
CT Denver Drain Placement Peritoneal,613996,CDM,610,RC,73721,CPT,,,facility,outpatient,,,4700,1363,BCBS of KC,PAR,50,3163.1,,,,205.43,3844.6,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8148284,CDM,610,RC,73721,CPT,,,facility,inpatient,,,4700,1363,BCBS of KC,PAR,50,3163.1,,,,2820,3844.6,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8148284,CDM,610,RC,73721,CPT,,,facility,outpatient,,,4700,1363,BCBS of KC,PAR,50,3163.1,,,,205.43,3844.6,percent of total billed charges,
CT Denver Drain Placement Peritoneal,6117875,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,6117875,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,613635,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,613635,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,614010,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,614010,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,614059,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,614059,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,7741565,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,7741565,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,7840076,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,7840076,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,7991348,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,7991348,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8148231,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8148231,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8246692,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8246692,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,LT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8246696,CDM,610,RC,73721,CPT,,,facility,inpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,1410,1922.3,percent of total billed charges,
CT Denver Drain Placement Peritoneal,8246696,CDM,610,RC,73721,CPT,,,facility,outpatient,,,2350,681.5,BCBS of KC,PAR,RT,1581.55,,,,205.43,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,613627,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,613627,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,614004,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,614004,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,614046,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,614046,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,7285926,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,7285926,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,7285954,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,7285954,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,7285962,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,7285962,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,7991340,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,7991340,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,8148229,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,8148229,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,LT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,613641,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,613641,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,614012,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,614012,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,614067,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,614067,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Denver Drain Placement Pleural,7285930,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Denver Drain Placement Pleural,7285930,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Guidance,7285958,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Guidance,7285958,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Guidance,7285966,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Guidance,7285966,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Guidance,7991352,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Guidance,7991352,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Guidance,8148230,CDM,610,RC,73722,CPT,,,facility,inpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,1442.4,1966.47,percent of total billed charges,
CT Guidance,8148230,CDM,610,RC,73722,CPT,,,facility,outpatient,,,2404,697.16,BCBS of KC,PAR,RT,1617.89,,,,495.89,2145,percent of total billed charges,
CT Guidance,613983,CDM,610,RC,73722,CPT,,,facility,inpatient,,,4808,1394.32,BCBS of KC,PAR,50,3235.78,,,,2884.8,3932.94,percent of total billed charges,
CT Guidance,613983,CDM,610,RC,73722,CPT,,,facility,outpatient,,,4808,1394.32,BCBS of KC,PAR,50,3235.78,,,,495.89,3932.94,percent of total billed charges,
CT Guidance,8148154,CDM,610,RC,73722,CPT,,,facility,inpatient,,,4808,1394.32,BCBS of KC,PAR,50,3235.78,,,,2884.8,3932.94,percent of total billed charges,
CT Guidance,8148154,CDM,610,RC,73722,CPT,,,facility,outpatient,,,4808,1394.32,BCBS of KC,PAR,50,3235.78,,,,495.89,3932.94,percent of total billed charges,
CT Guidance,613987,CDM,610,RC,73723,CPT,,,facility,inpatient,,,5036,1460.44,BCBS of KC,PAR,50,3389.23,,,,3021.6,4119.45,percent of total billed charges,
CT Guidance,613987,CDM,610,RC,73723,CPT,,,facility,outpatient,,,5036,1460.44,BCBS of KC,PAR,50,3389.23,,,,322.43,4119.45,percent of total billed charges,
